Discipline,HPSA Type,HPSA Sub -Type,Score  Category,Image,County,HPSA ID,HPSA Name,HPSA Status,Last Update Date,State V1,State/Territory,HPSA Score
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7172397109,Chicago Central,Designated,10/25/2021,Illinois,Illinois,19
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7179940309,Auburn Gresham/Washington Heights,Designated,06/22/2021,Illinois,Illinois,20
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Cook,7171221151,South Shore/Chatham/Avalon Park/Burnside,Designated,09/10/2021,Illinois,Illinois,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7264448010,Southwest Detroit SA,Designated,09/09/2021,Michigan,Michigan,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Wayne,7269895104,Hamtramck Service Area,Designated,09/10/2021,Michigan,Michigan,16
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7483397200,Southeast Lubbock County,Designated,01/26/2022,Texas,Texas,12
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,0 - 13,1,Lubbock,7486570774,Southwest Lubbock County,Designated,11/22/2021,Texas,Texas,13
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
Mental Health,Geographic Area,Geographic HPSA,14 - 25,1,Nueces,7489225356,Nueces County - Downtown Corpus Christi,Designated,11/22/2021,Texas,Texas,15
